station,state,river,pH,TDS_mg_L,turbidity_NTU,district,latitude,longitude,code,date
"GANGA D/S, MIRZAPUR","UTTAR
PRADESH",GANGA,8.1,,,,,,2486,2019-06-30
RIVER GNAGA TA CHUNAR,"UTTAR
PRADESH",RIVER,2.2,,,,,,10153,2019-06-30
"GANGA AT VARANASI U/S
(ASSIGHAT)","UTTAR
PRADESH",GANGA,8.1,,,,,,1070,2019-06-30
"GANGA AT VARANASI D/S
(MALVIYA BRIDGE)","UTTAR
PRADESH",GANGA,7.9,,,,,,1071,2019-06-30
"RIVER GANGA A/C GOMTI
RIVER, BHUSAULA","UTTAR
PRADESH",RIVER,8.2,,,,,,10152,2019-06-30
"RIVER GANGA AT BATHING
GHAT (GOLA GHAT)","UTTAR
PRADESH",RIVER,7.7,,,,,,10156,2019-06-30
"GANGA AT TRIGHAT
(GHAZIPUR)","UTTAR
PRADESH",GANGA,8.1,,,,,,1073,2019-06-30
GANGA AT BUXAR,BIHAR,GANGA,7.0,,,,,,1074,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
"RIVER GANGA AT U/S JAIL
GHAT, BUXAR",BIHAR,RIVER,7.1,,,,,,10113,2019-06-30
"GANGA AT BUXAR,
RAMREKHAGHAT",BIHAR,GANGA,7.5,,,,,,2551,2019-06-30
"GANGA AT D/S BUXAR NEAR
ROAD BRIDGE",BIHAR,GANGA,7.2,,,,,,3113,2019-06-30
"RIVE GANGA AT U/S
BARAHPUR BINDTOLI",BIHAR,RIVE,7.5,,,,,,10131,2019-06-30
"GANGA AT ARA-CHHAPRA
ROAD BRIDGE (KOILWER
BANURA- CHHAPRA ROAD)",BIHAR,GANGA,7.3,,,,,,10162,2019-06-30
"GANGA AT THE CONFLUENCE
OF SONE RIVER DORIGANJ,
CHAPRA",BIHAR,GANGA,7.3,,,,,,2564,2019-06-30
"RIVER GANGA TA MAA
AMBIKA ASTHAN, AAMI,
SARAN",BIHAR,RIVER,7.2,,,,,,10114,2019-06-30
"GANGA NEAR DANAPUR
(NEAR PIPA PUL) ,PATNA",BIHAR,GANGA,7.4,,,,,,3114,2019-06-30
"GANGA AT KURJI, PATNA U/S",BIHAR,GANGA,7.4,,,,,,1077,2019-06-30
"GANGA AT GANDHIGHAT, NIT
AT PATNA",BIHAR,GANGA,7.7,,,,,,2552,2019-06-30
"RIVER GANGA TA GULABI
GHAT, PATNA",BIHAR,RIVER,7.4,,,,,,10115,2019-06-30
"GANGA AT PATNA D/S
(GANGA BRIDGE), GAIGHAT",BIHAR,GANGA,7.7,,,,,,1079,2019-06-30
"GANGA AT MALSALAMI,
PATNA",BIHAR,GANGA,7.3,,,,,,3122,2019-06-30
"KACHCHI-DARGAH-BIDUPUR
ROAD BRIDGE, PATNA",BIHAR,KACHCHI,6.6,,,,,,4297,2019-06-30
"RIVER GANGA AT TRIVENI
GHAT, PATNA",BIHAR,RIVER,7.7,,,,,,10122,2019-06-30
"GANGA AT KEWALA
GHAT,FATUHA, PATNA",BIHAR,GANGA,7.5,,,,,,2553,2019-06-30
"BAKHTIYARPUR-TAJPUR
BRIDGE ON GANGA,
ATHMALGOLA, PATNA",BIHAR,BAKHTIYARPUR,7.4,,,,,,4301,2019-06-30
GANGA RIVER AT BARH,BIHAR,GANGA,7.5,,,,,,3115,2019-06-30
"RIVER GANGA AT D/S
NAWADGHAT, BARH, PATNA",BIHAR,RIVER,7.5,,,,,,10130,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
"GANGA AT MOKAMA (U/S),
MAHADEO ASTHAN, PATNA",BIHAR,GANGA,7.4,,,,,,1817,2019-06-30
GANGA AT MOKAMA (D/S),BIHAR,GANGA,7.2,,,,,,1815,2019-06-30
"GANGA RIVER AT BARAHIYA,
NEPALITOLA, MARANCHI,
;LAKSHISARAI",BIHAR,GANGA,7.6,,,,,,3123,2019-06-30
"GANGA AT U/S MUNGER
(NEAR INTAKE WELL ON
GANGA)",BIHAR,GANGA,7.6,,,,,,3116,2019-06-30
GANGA AT MUNGER,BIHAR,GANGA,7.6,,,,,,1818,2019-06-30
"GANGA AT U/S SULTANGANJ,
BHAGALPUR",BIHAR,GANGA,7.4,,,,,,3117,2019-06-30
"GANGA RIVER AT WATER
INTAKE POINT, BHAGALPUR",BIHAR,GANGA,7.5,,,,,,4398,2019-06-30
"GANGA AT SULTANGANJ,
BHAGALPUR",BIHAR,GANGA,7.3,,,,,,2554,2019-06-30
"RIVER GANGA AT
CHAMPANAGAR, BHAGALPUR",BIHAR,RIVER,7.0,,,,,,10138,2019-06-30
GANGA AT BHAGALPUR,BIHAR,GANGA,7.6,,,,,,1819,2019-06-30
"GANGA AT U/S BHAGALPUR
NEAR BARARIGHAT",BIHAR,GANGA,7.6,,,,,,3118,2019-06-30
GANGA AT KAHALGAON,BIHAR,GANGA,7.5,,,,,,1816,2019-06-30
"RIVER GANGA D/S NEAR
CREMATION GHAT",BIHAR,RIVER,7.4,,,,,,10143,2019-06-30
"RIVER GANGA U/S NEAR LCT
GHAT",JHARKHAND,RIVER,7.8,,,,,,10144,2019-06-30
"RIVER GANGA D/S NEAR
JANTA GHAT",JHARKHAND,RIVER,7.6,,,,,,10145,2019-06-30
"RIVER GANGA AT SANGI
DALAN",JHARKHAND,RIVER,8.0,,,,,,10146,2019-06-30
"GANGA AT RAJMAHAL,",JHARKHAND,GANGA,8.1,,,,,,1059,2019-06-30
"GANGA AT BAHARAMPORE,
MURSHIDABAD,",WEST BENGAL,GANGA,7.4,,,,,,1080,2019-06-30
"RIVER GANGA AT
BEHRAMPORE (KHAGRA)
MURSHIDABAD",WEST BENGAL,RIVER,7.2,,,,,,10159,2019-06-30
"RIVER GANGA AT
BEHRAMPORE (GORA BAZAR)
MURSHIDABAD",WEST BENGAL,RIVER,7.5,,,,,,10160,2019-06-30
"NABADIP ON GANGA,
GHOSHPARA NEAR
MONIPURGHAT,NADIA",WEST BENGAL,NABADIP,7.8,,,,,,2511,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
"TRIBENI ON GANGA, NEAR
BURNING GHAT, HOOGHLY",WEST BENGAL,TRIBENI,7.7,,,,,,2506,2019-06-30
"RIVER GANGA AT PALTA,
SHITALTALA,",WEST BENGAL,RIVER,7.4,,,,,,10161,2019-06-30
GANGA AT PALTA,WEST BENGAL,GANGA,7.4,,,,,,1054,2019-06-30
"GANGA AT SERAMPORE,
HOOGHLY,WEST BENGAL",WEST BENGAL,GANGA,7.0,,,,,,1472,2019-06-30
"GANGA AT
DAKSHMINESHWAR,
KOLKATA, WEST BENGAL",WEST BENGAL,GANGA,7.1,,,,,,1053,2019-06-30
"GANGA AT HOWRAH-SHIVPUR
WEST BENGAL",WEST BENGAL,GANGA,7.3,,,,,,1471,2019-06-30
"GANGA AT GARDEN REACH,
KOLKATA, WEST BENGAL",WEST BENGAL,GANGA,7.3,,,,,,1470,2019-06-30
"GANGA AT ULUBERIA ,
HOWRAH,WEST BENGAL",WEST BENGAL,GANGA,7.2,,,,,,1052,2019-06-30
"GANGA AT DIAMOND
HARBOUR, 24 PARGANAS
(S)WEST BENGAL",WEST BENGAL,GANGA,6.8,,,,,,1469,2019-06-30
"GANGA AT PATIKALI NEAR
DURGA CHAK WEST BENGAL",WEST BENGAL,GANGA,6.8,,,,,,1335,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
"YAMUNA RIVER, D/S PAONTA",HIMACHAL,YAMUNA,6.4,,,,,,,2019-06-30
,HIMACHAL,NAN,6.9,,,,,,,2019-06-30
,HIMACHAL,NAN,6.8,,,,,,,2019-06-30
"YAMUNA AT HATHNIKUND,",,YAMUNA,7.7,,,,,,,2019-06-30
"YAMUNA AT KALANAUR,",,YAMUNA,7.5,,,,,,,2019-06-30
RIVER YAMUNA AT KHOJIPUR,,RIVER,7.3,,,,,,,2019-06-30
YAMUNA AT SONEPAT,HARYANA,YAMUNA,7.1,,,,,,1119,2019-06-30
"YAMUNA AT PALLA, DELHI",DELHI,YAMUNA,7.3,,,,,,1120,2019-06-30
"YAMUNA AT NIZAMUDDIN,",,YAMUNA,6.9,,,,,,,2019-06-30
YAMUNA AT OKHLA BRIDGE,,YAMUNA,7.0,,,,,,,2019-06-30
YAMUNA AT OKHLA AFTER,,YAMUNA,7.0,,,,,,,2019-06-30
,UTTAR,NAN,7.1,,,,,,,2019-06-30
,UTTAR,NAN,6.2,,,,,,,2019-06-30
"YAMUNA AT KESIGHAT,",UTTAR,YAMUNA,7.1,,,,,,,2019-06-30
"YAMUNA AT MATHURA U/S ,",UTTAR,YAMUNA,7.1,,,,,,,2019-06-30
"YAMUNA AT VISHRAMGHAT,",UTTAR,YAMUNA,7.1,,,,,,,2019-06-30
"YAMUNA AT MATHURA D/S ,",UTTAR,YAMUNA,7.1,,,,,,,2019-06-30
,UTTAR,NAN,7.1,,,,,,,2019-06-30
"YAMUNA AT D/S OF AGRA,",UTTAR,YAMUNA,7.0,,,,,,,2019-06-30
,UTTAR,NAN,6.9,,,,,,,2019-06-30
,UTTAR,NAN,6.9,,,,,,,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
"TONS RIVER, SIRMAUR","HIMACHAL
PRADESH",TONS,6.9,,,,,,1510,2019-06-30
TONS AT HARIPUR (U.K.),UTTARAKHAND,TONS,7.9,,,,,,30023,2019-06-30
"RIVER GIRI D/S RAJGARH
TOWN","HIMACHAL
PRADESH",RIVER,7.6,,,,,,4027,2019-06-30
"RIVER GIRI U/S PROPOSED
SITE OF SRI RENUKAJI DAM
SITE.","HIMACHAL
PRADESH",RIVER,7.2,,,,,,4441,2019-06-30
"RIVER GIRI D/S PROPOSED
SITE OF SRI RENUKAJI DAM
SITE NEAR BRIDGE AT
DADAHU- RENUKAJI","HIMACHAL
PRADESH",RIVER,7.2,,,,,,4442,2019-06-30
"RIVER GIRI D/S LAIGIDHAR
TRUST, BARU SAHIB","HIMACHAL
PRADESH",RIVER,7.6,,,,,,4028,2019-06-30
RIVER GIRI U/S CHAILLA,"HIMACHAL
PRADESH",RIVER,7.6,,,,,,4427,2019-06-30
"GIRI AT D/S YASHWANT
NAGAR","HIMACHAL
PRADESH",GIRI,7.1,,,,,,2621,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
GIRI AT U/S CCI MINES,"HIMACHAL
PRADESH",GIRI,7.1,,,,,,2622,2019-06-30
GIRI D/S SATAUN,"HIMACHAL
PRADESH",GIRI,7.0,,,,,,2623,2019-06-30
"GIRI RIVER U/S LWSS AT
SAINJ","HIMACHAL
PRADESH",GIRI,6.8,,,,,,3877,2019-06-30
GIRI RIVER D/S LWSS AT SAINJ,"HIMACHAL
PRADESH",GIRI,7.3,,,,,,3878,2019-06-30
"GIRI RIVER D/S CEMENT
CORPORATION OF INDIA,
RAJBAN","HIMACHAL
PRADESH",GIRI,7.0,,,,,,3860,2019-06-30
"GIRI RIVER AFTER
CONFLUENCE OF ASHWANI
RIVER AT GIRIPUL, YASHWANT
NAGAR","HIMACHAL
PRADESH",GIRI,7.1,,,,,,3876,2019-06-30
"HINDON AT SAHARANPUR
D/S, U.P.","UTTAR
PRADESH",HINDON,7.5,,,,,,1357,2019-06-30
"RIVER HINDON AT
MAHESHPUR U/S","UTTAR
PRADESH",RIVER,7.7,,,,,,10098,2019-06-30
"RIVER HINDON AT BARNAWA
U/S","UTTAR
PRADESH",RIVER,7.3,,,,,,10100,2019-06-30
"RIVER HINDON AT BARNAWA
D/S","UTTAR
PRADESH",RIVER,7.5,,,,,,10101,2019-06-30
"RIVER HINDON AT MOHAN
NAGAR U/S","UTTAR
PRADESH",RIVER,6.1,,,,,,10102,2019-06-30
"RIVER HINDON AT MOHAN
NAGAR D/S","UTTAR
PRADESH",RIVER,6.2,,,,,,10103,2019-06-30
"RIVER HINDON AT GHAZIABAD
U/S","UTTAR
PRADESH",RIVER,6.6,,,,,,10106,2019-06-30
"HINDON AFTER CONFL. WITH
R. KRISHNA & KALI NEAR
BINAULI TOWN, MEERUT, U.P.","UTTAR
PRADESH",HINDON,7.1,,,,,,1483,2019-06-30
"RIVER HINDON AT SARDHANA
BUDHANA ROAD, VILLAGE
BAPARSI, MEERUT","UTTAR
PRADESH",RIVER,7.4,,,,,,2496,2019-06-30
"HINDON AT GHAZIABAD D/S,
U.P.","UTTAR
PRADESH",HINDON,6.7,,,,,,1358,2019-06-30
"BETWA BEFORE CONF.
YAMUNA AT HAMIRPUR, U.P.","UTTAR
PRADESH",BETWA,7.8,,,,,,1356,2019-06-30
"BETWA AT SUKMA DUKMA
DAM, JHANSI (U.P.)","UTTAR
PRADESH",BETWA,7.3,,,,,,30079,2019-06-30
"BETWA AT GOVIND SAGAR,
U.P","UTTAR
PRADESH",BETWA,7.1,,,,,,1735,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
"BETWA NEAR INTAKE POINT,
VIDISHA, M.P","MADHYA
PRADESH",BETWA,7.7,,,,,,1614,2019-06-30
"RIVER BETWA AT U/S AT
MAHUTA GHAT, AGASOD","MADHYA
PRADESH",RIVER,7.1,,,,,,2107,2019-06-30
"RIVER BETWA AT M/S J.P.
THERMAL POWER, BINA","MADHYA
PRADESH",RIVER,7.3,,,,,,2108,2019-06-30
"BETWA AT NAYAPUR D/S
MANDIDEEP INDL. AREA NO.1,
DIST.RAISEN","MADHYA
PRADESH",BETWA,7.9,,,,,,2119,2019-06-30
"BETWA NEAR ROAD BRIDGE,
BHOJPUR","MADHYA
PRADESH",BETWA,7.6,,,,,,2121,2019-06-30
"BETWA NEAR W/S INTAKE
WELL POINT RAISEN","MADHYA
PRADESH",BETWA,7.8,,,,,,2122,2019-06-30
"BETWA AT CHARANTIRGHAT,
VIDISHA","MADHYA
PRADESH",BETWA,7.8,,,,,,2124,2019-06-30
"BETWA D/S AFTER MIXING OF
RIVER BAIS AT VIDISHA","MADHYA
PRADESH",BETWA,7.5,,,,,,2125,2019-06-30
"BETWA AT U/S NEAR ROAD
BRIDGE ORCHHA","MADHYA
PRADESH",BETWA,7.2,,,,,,3832,2019-06-30
"BETWA AT KANJIA ROAD
BRIDGE, ASHOK NAGAR (M.P.)","MADHYA
PRADESH",BETWA,7.2,,,,,,30080,2019-06-30
"BETWA AT RAJGHAT DAM,
SAGAR","MADHYA
PRADESH",BETWA,7.3,,,,,,3833,2019-06-30
"KALI SINDH AT ANICUT OF M/S
CFCL GADEPAN, KOTA,
RAJASTHAN",RAJASTHAN,KALI,7.9,,,,,,2953,2019-06-30
"KALI SINDH AT BAROD ROAD
BRIDGE, KOTA, RAJASTHAN",RAJASTHAN,KALI,8.2,,,,,,2956,2019-06-30
"DHANARI DAM, NEAR
SWAROOPGANJ, SIROHI,
RAJASTHAN",RAJASTHAN,DHANARI,7.4,,,,,,2950,2019-06-30
"BISULPUR DAM, TONK,
RAJASTHAN",RAJASTHAN,BISULPUR,7.6,,,,,,2951,2019-06-30
"NEAR NEWTA DAM, JAIPUR,
RAJASTHAN",RAJASTHAN,NEAR,8.3,,,,,,2952,2019-06-30
"CHHAPI DAM UPSTREAM ,
JHALAWAR, RAJASTHAN",RAJASTHAN,CHHAPI,7.9,,,,,,2945,2019-06-30
"UJAD AT BHIM SAGAR DAM
UPSTREAM , JHALAWAR,
RAJASTHAN",RAJASTHAN,UJAD,7.6,,,,,,2946,2019-06-30
"CHAMBAL ENTERING IN
RAJASTHAN AT GANDHI
SAGAR DAM, KOTA,
RAJASTHAN",RAJASTHAN,CHAMBAL,7.9,,,,,,2955,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
"CHAMBAL AT TAL VILLAGE
NEAR BRIDGE, UJJAIN","MADHYA
PRADESH",CHAMBAL,7.4,,,,,,3309,2019-06-30
"CHAMBAL AT NAGDA U/S
(WATER INTAKE POINT) M.P.","MADHYA
PRADESH",CHAMBAL,7.2,,,,,,1365,2019-06-30
"CHAMBAL AT NAGDA D/S,
M.P.","MADHYA
PRADESH",CHAMBAL,7.1,,,,,,1366,2019-06-30
"PARVATI NEAR VILLAGE
BATAODAPAR, M.P.","MADHYA
PRADESH",PARVATI,7.0,,,,,,1432,2019-06-30
"PARVATI BEFORE MEETING
RIVER CHAMBAL AT KHATOLI,
KOTA, RAJASTHAN",RAJASTHAN,PARVATI,8.2,,,,,,2954,2019-06-30
"PARVATI RIVER, GUNA","MADHYA
PRADESH",PARVATI,7.0,,,,,,2109,2019-06-30
"PARVATI A/C OF
VINDHYACHAL NALLA,
PILUKHEDI","MADHYA
PRADESH",PARVATI,7.5,,,,,,2126,2019-06-30
"KHAN AT KABIT KHEDI (NEAR
INDORE) M.P.","MADHYA
PRADESH",KHAN,7.3,,,,,,1367,2019-06-30
"KHAN AT SAKKAR KHADI,
INDORE","MADHYA
PRADESH",KHAN,7.1,,,,,,2110,2019-06-30
KHAN AT SANWER,"MADHYA
PRADESH",KHAN,7.5,,,,,,2111,2019-06-30
"KSHIPRA AT RAMGHAT AT
UJJAIN, M.P.","MADHYA
PRADESH",KSHIPRA,7.6,,,,,,1369,2019-06-30
"KSHIPRA AT TRIVENISANGAM
(1 KM. D/S OF SANGAM), M.P.","MADHYA
PRADESH",KSHIPRA,7.5,,,,,,1370,2019-06-30
"KSHIPRA AT SIDDHAWAT (D/S)
OF UJJAIN., M.P.","MADHYA
PRADESH",KSHIPRA,7.7,,,,,,1468,2019-06-30
"KSHIPRA AT GAUGHAT, UJJAIN","MADHYA
PRADESH",KSHIPRA,6.9,,,,,,3315,2019-06-30
"KSHIPRA AT U/S OF
MAHIDPUR CITY, UJJAIN","MADHYA
PRADESH",KSHIPRA,7.3,,,,,,3316,2019-06-30
"KSHIPRA AT W/S INTAKE
POINT OF DEWAS, UJJAIN","MADHYA
PRADESH",KSHIPRA,7.1,,,,,,3317,2019-06-30
"BANGANGA AT U/S IDRISHPUR
(U.K.)",UTTARAKHAND,BANGANGA,7.3,,,,,,30037,2019-06-30
"SUSWA RIVER AT
MATHURAWALA, DEHRADUN",UTTARAKHAND,SUSWA,6.8,,,,,,2724,2019-06-30
BHELLA RIVER U/S KASHIPUR,UTTARAKHAND,BHELLA,6.9,,,,,,2734,2019-06-30
"BHELLA RIVER AT LOHIYA
BRIDGE D/S KASHIPUR",UTTARAKHAND,BHELLA,5.8,,,,,,2735,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
"DHELLA RIVER U/S AT
KASHIPUR MORADABAD ROAD
BRIDGE",UTTARAKHAND,DHELLA,7.1,,,,,,2732,2019-06-30
"DHELLA RIVER D/S AT
THAKURDWARA ALIGANJ
ROAD",UTTARAKHAND,DHELLA,6.8,,,,,,2733,2019-06-30
"KOSHI RIVER AT KASHIPUR
BAJPUR ROAD BRIDGE",UTTARAKHAND,KOSHI,7.1,,,,,,2731,2019-06-30
GOLA RIVER AT HALDWANI,UTTARAKHAND,GOLA,7.3,,,,,,2728,2019-06-30
"KICHHA RIVER AT KICHHA U.S.
NAGAR",UTTARAKHAND,KICHHA,6.9,,,,,,2729,2019-06-30
"PILKHAR RIVER AFTER
BILASPUR RAMPUR",UTTARAKHAND,PILKHAR,7.3,,,,,,2730,2019-06-30
"NANDOUR RIVER U/S
SITARGANJ INDUSTRIAL AREA,
US NAGAR",UTTARAKHAND,NANDOUR,7.2,,,,,,2736,2019-06-30
"NANDOUR RIVER D/S
SITARGANJ INDUSTRIAL AREA,
US NAGAR",UTTARAKHAND,NANDOUR,7.2,,,,,,2737,2019-06-30
"KALYANI RIVER AT D/S
PANTNAGAR INDUSTRIAL
AREA, US NAGAR",UTTARAKHAND,KALYANI,6.5,,,,,,3439,2019-06-30
"KALYANI RIVER AT U/S
PANTNAGAR INDL AREA, US
NAGAR",UTTARAKHAND,KALYANI,7.1,,,,,,3438,2019-06-30
"RAMGANGA AT KANNAUJ
(BEFORE CONF.), U.P","UTTAR
PRADESH",RAMGANGA,7.7,,,,,,1064,2019-06-30
"RAMGANGA AT D/S
KALAGARH DAM (U.K.)",UTTARAKHAND,RAMGANGA,7.3,,,,,,30078,2019-06-30
"RAMGANGA AT D/S SHERKOT,
KALAGARH (U.P.)","UTTAR
PRADESH",RAMGANGA,7.4,,,,,,30077,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
"RIVER KALI EAST AT
KHARKHODA-PARIKSHIT GARH
ROAD, VILL. KOL, MEERUT","UTTAR
PRADESH",RIVER,7.3,,,,,,2497,2019-06-30
"KALINADI AT U/S OF
MUZAFFAR NAGAR U.P.","UTTAR
PRADESH",KALINADI,7.1,,,,,,1477,2019-06-30
"KALINADI AT D/S OF
MUZAFFAR NAGAR, U.P.","UTTAR
PRADESH",KALINADI,7.1,,,,,,1478,2019-06-30
"KALINADI AT KANNAUJ
(BEFORE CONF.), U.P","UTTAR
PRADESH",KALINADI,7.7,,,,,,1065,2019-06-30
"BANGANGA AT D/S
SHUKRATAL (BEFORE
CONFLUENCE OF LAKSAR
DRAIN )","UTTAR
PRADESH",BANGANGA,7.1,,,,,,30038,2019-06-30
"RIVER VARUNA AT
RAMESHWAR, VARANASI","UTTAR
PRADESH",RIVER,8.2,,,,,,2482,2019-06-30
"RIVER VARUNA B/C WITH
RIVER GANGA AT VARANASI","UTTAR
PRADESH",RIVER,7.5,,,,,,2483,2019-06-30
"SAI AT UNNAO AFTER DRAIN
OUTFALL, U.P.","UTTAR
PRADESH",SAI,7.3,,,,,,1361,2019-06-30
"RIVER SAI AT JALALPUR,
JAUNPUR","UTTAR
PRADESH",RIVER,8.2,,,,,,2484,2019-06-30
"GOMTI AT SITAPUR U/S AT
WATER INTAKE, U.P.","UTTAR
PRADESH",GOMTI,7.5,,,,,,1350,2019-06-30
"GOMTI AT LUCKNOW U/S AT
WATER INTAKE POINT,","UTTAR
PRADESH",GOMTI,7.4,,,,,,1351,2019-06-30
"GOMTI AT LUCKNOW D/S,","UTTAR
PRADESH",GOMTI,7.3,,,,,,1352,2019-06-30
"GOMTI AT JAUNPUR D/S,","UTTAR
PRADESH",GOMTI,8.1,,,,,,1353,2019-06-30
"GOMTI AT VARANASI, U.P","UTTAR
PRADESH",GOMTI,8.3,,,,,,1072,2019-06-30
"RIVER GOMTI AT NEEMSAR
U/S","UTTAR
PRADESH",RIVER,7.3,,,,,,10083,2019-06-30
"RIVER GOMTI AT NEEMSAR
D/S","UTTAR
PRADESH",RIVER,7.4,,,,,,10084,2019-06-30
"RIVER GOMTI AT BHATPUR
U/S","UTTAR
PRADESH",RIVER,7.4,,,,,,10085,2019-06-30
"RIVER GOMTI AT BHATPUR
D/S","UTTAR
PRADESH",RIVER,7.5,,,,,,10086,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
"RIVER GOMTI AT GAUGHAT
U/S","UTTAR
PRADESH",RIVER,7.4,,,,,,10087,2019-06-30
"RIVER GOMTI AT GAUGHAT
D/S","UTTAR
PRADESH",RIVER,7.4,,,,,,10088,2019-06-30
"RIVER GOMTI AT MOHMEAK
U/S","UTTAR
PRADESH",RIVER,7.3,,,,,,10089,2019-06-30
"RIVER GOMTI AT MOHMEAK
D/S","UTTAR
PRADESH",RIVER,7.3,,,,,,10090,2019-06-30
"RIVER GOMTI AT PIPRAGHAT
U/S","UTTAR
PRADESH",RIVER,7.3,,,,,,10091,2019-06-30
"RIVER GOMTI AT PIPRAGHAT
D/S","UTTAR
PRADESH",RIVER,7.3,,,,,,10092,2019-06-30
"RIVER GOMTI AT GANGAGANJ
U/S","UTTAR
PRADESH",RIVER,7.3,,,,,,10093,2019-06-30
"RIVER GOMTI AT GANGAGANJ
D/S","UTTAR
PRADESH",RIVER,7.4,,,,,,10094,2019-06-30
"RIVER GOMTI AT SULTANPUR
U/S","UTTAR
PRADESH",RIVER,7.7,,,,,,10095,2019-06-30
"RIVER GOMTI AT SULTANPUR
D/S","UTTAR
PRADESH",RIVER,7.7,,,,,,10096,2019-06-30
"RIVER GOMTI AT JAUNPUR
U/S","UTTAR
PRADESH",RIVER,8.2,,,,,,10097,2019-06-30
"RIVER RAPTI AT RAJGHAT,
GORAKHPUR","UTTAR
PRADESH",RIVER,7.0,,,,,,2491,2019-06-30
"RAPTI AFTER CONFL. OF R.
HONIN NR. DOMINGARH RLY
BRIDGE, GORAKHPUR, U.P.","UTTAR
PRADESH",RAPTI,7.0,,,,,,1363,2019-06-30
"SARYU AT AYODHYA AT MAIN
BATHING GHAT, U.P.","UTTAR
PRADESH",SARYU,7.7,,,,,,1354,2019-06-30
"GHAGHARA AT DEORIA D/S,
U.P.","UTTAR
PRADESH",GHAGHARA,7.0,,,,,,1355,2019-06-30
"RIVER GHAGHARA AT
BARHALGANJ, GORAKHPUR","UTTAR
PRADESH",RIVER,6.8,,,,,,2492,2019-06-30
"GHAGHARA NEAR CHAPRA,
RIBILGANJ, SARAN",BIHAR,GHAGHARA,7.3,,,,,,1076,2019-06-30
"RIHAND AT RENUKUT U/S,
U.P.","UTTAR
PRADESH",RIHAND,8.2,,,,,,1359,2019-06-30
"RIHAND AT RENUKUT D/S,
U.P.","UTTAR
PRADESH",RIHAND,8.1,,,,,,1360,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
"SONE AT KOELWAR, BHOJPUR",BIHAR,SONE,7.0,,,,,,1075,2019-06-30
"SONE RIVER NEAR BANZARI,
ROHTAS",BIHAR,SONE,7.6,,,,,,3121,2019-06-30
"SONE RIVER AT BAHIYARA,
BHOJPUR",BIHAR,SONE,7.0,,,,,,3127,2019-06-30
"SONE RIVER AT NASIRIGANJ
DAM, ROHTAS",BIHAR,SONE,7.4,,,,,,3128,2019-06-30
"SONE AT INDRAPURI, DEHRI
ON SONE, ROHTAS",BIHAR,SONE,7.4,,,,,,2556,2019-06-30
"SONE AT OBRA, AURANGABAD",BIHAR,SONE,7.6,,,,,,4406,2019-06-30
"SONE AT WATER INTAKE
POINT BHARTIYA RAIL BIJALI
CO. LTD (BRBCL) NAVINAGAR,
AURANGABAD",BIHAR,SONE,7.7,,,,,,4407,2019-06-30
"ROAD BRIDGE-DEHRI-ON-
SONE, ROHTAS",BIHAR,ROAD,7.3,,,,,,4298,2019-06-30
"GANDAK AT SONEPUR, PATNA
(B/C GANGA), SARAN",BIHAR,GANDAK,7.5,,,,,,1078,2019-06-30
"GANDAK AT REWAGHAT,
MUJAFFARPUR",BIHAR,GANDAK,7.2,,,,,,2568,2019-06-30
"GANDAK RIVER GOPALGANJ
PIPRAKOTHI ROAD BRIDGE
(DUMARIA GHAT)",BIHAR,GANDAK,7.3,,,,,,3125,2019-06-30
"GANDAK AT KONHARA GHAT,
VAISHALI",BIHAR,GANDAK,7.8,,,,,,10126,2019-06-30
"GANDAK AT ROAD BRIDGE,
U/S HAJIPUR",BIHAR,GANDAK,7.5,,,,,,10163,2019-06-30
"SIKRANA RIVER AT LAL PARSE,
BITTIAH, EAST CHAMPARAN",BIHAR,SIKRANA,7.4,,,,,,2575,2019-06-30
"SIKRANA AT CHANPATIYA,
EAST CHAMPARAN",BIHAR,SIKRANA,7.1,,,,,,1820,2019-06-30
"SIKRANA RIVER AT LAUREA,
HARINAGAR ROAD BRIDGE",BIHAR,SIKRANA,7.5,,,,,,3134,2019-06-30
"SIKRANA AT LAURIA-
NARKATIAGANJ ROAD BRIDGE,
WEST CHAMPARAN",BIHAR,SIKRANA,7.3,,,,,,4291,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
"BURHI GANDAK AT Z ROAD
BRIDGE, SAMASTIPUR",BIHAR,BURHI,7.7,,,,,,2570,2019-06-30
